instance_id,user_id,text,politeness,gender,race,age,occupation,education,gpt-5.2 (zero shot prompting),claude-sonnet-4.6 (zero shot prompting),claude-opus-4.6 (zero shot prompting),gemini-3.1-pro (zero shot prompting),claude-haiku-4.5 (zero shot prompting),llama-3-8b (zero shot prompting),mistral-large-2512 (zero shot prompting),gpt-oss-120b (zero shot prompting),gpt-5.2 (few shot),claude-sonnet-4.6 (few shot),claude-opus-4.6 (few shot),gemini-3.1-pro (few shot),claude-haiku-4.5 (few shot),llama-3-8b (few shot),mistral-large-2512 (few shot),gpt-oss-120b (few shot),gpt-5.2 (persona prompt),claude-sonnet-4.6 (persona prompt),claude-opus-4.6 (persona prompt),gemini-3.1-pro (persona prompt),claude-haiku-4.5 (persona prompt),llama-3-8b (persona prompt),mistral-large-2512 (persona prompt),gpt-oss-120b (persona prompt)
1896,1,"Below is a list I hope you find useful of our staff, their hiring manager, and the position they currently hold:



Hiring Manager Employee Title

Judy Barnes Kelly Lombardi Specialist

George Smith Jessica White Specialist

Jeff Sorenson Celeste Cisneros Specialist

Kathy Kelly Angel Fuller Senior Specialist

Dutch Quigley Sherry Dawson Specialist

Lisa Peterson Darla Saucier Specialist

Avril Forster Lisa Woods Sr Clerk",5.0,Man,White,40-44,Other,High school diploma or equivalent,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0
3176,1,"Hello all,



To prepare for our weekly origination meeting, please review the attached email.  I will enlist Iris's help to walk us through the closed transactions YTD and specific structures.



Please brainstorm and bring ideas to the meeting.



See you all there,

Laura",4.0,Man,White,40-44,Other,High school diploma or equivalent,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1411,1,"Tana,



The following CPs are not authorized to trade US power products for the following reasons:



-Engelhard Corporation - not a current CP/not FERC approved

-Kraft Foods, Inc. - not a current CP/not FERC approved

-Williams Productions Company - not a current CP/not FERC approved

-Kerr-McGee Oil & Gas Corporation - restricted by credit



Massachusetts Municipal Wholesale Electric Co. is authorized to trade power, but only pursuant to on-line GTCs. Shari Stack is preparing the override letter.



Please let me know if you need further assistance in the matter.



Best,



Leslie",3.0,Man,White,40-44,Other,High school diploma or equivalent,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0
3020,1,"Hey guys,
Do we have written in any document from the sale of HPL what the time limit is on recruiting from AEP?  The recruiter's need further clarification on when we are all clear.",3.0,Man,White,40-44,Other,High school diploma or equivalent,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
1268,1,I got in trouble the last time I told someone what I did.,3.0,Man,White,40-44,Other,High school diploma or equivalent,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0
670,1,"Of course your Dad would be invited to anything we do, but if you'd rather spend the
time alone with him that weekend we could always make it another weekend.  The only
problem with the 12th is that we'll be consumed with the move the entire weekend.  Let
me know what works for you.  We're flexible after the 12th.
KR",4.0,Man,White,40-44,Other,High school diploma or equivalent,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
1562,1,Please disregard wearing the English jersey. You should wear red. ,2.0,Man,White,40-44,Other,High school diploma or equivalent,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0
3606,1,"Please stop sending emails to jennifer_arnold to the following email address: 
jarnold@enron.com. 
You have the wrong person",3.0,Man,White,40-44,Other,High school diploma or equivalent,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0
1117,1,"Updated to include comments received as of Friday, 10/19.  According to FERC's website, these parties have filed comments, but I don't have them yet:
Pacific Gas & Electric
CPUC
Dynegy
Williams Energy Marketing & Trading
SoCal Edison
Aquila
El Paso Natural Gas
Southern California Generation Coalition
Will summarize as soon as I get copies.",3.0,Man,White,40-44,Other,High school diploma or equivalent,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0
764,1,I don't think a speech will be necessary...I will give a strongly worded message with a few words of encouragement.,3.0,Man,White,40-44,Other,High school diploma or equivalent,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
2581,1,"Hello,



I hope this message finds you well. I am looking forward to playing basketball tonight and improving my skills. Would it be possible to have the ball passed to me more often?



I am hoping for a successful game, but I would prefer not to play against a team that frequently dunks.



Thank you, and have a great day.



Best regards,



",4.0,Man,White,40-44,Other,High school diploma or equivalent,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
3147,1,As long as you're happy with the deal so am I. ,3.0,Man,White,40-44,Other,High school diploma or equivalent,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0
910,1,"Don't worry about the English jersey, just wearing red will be plenty good enough!",3.0,Man,White,40-44,Other,High school diploma or equivalent,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0
3428,1,"As you know, we have many deals with UI that are part of one contract, the only big contract we seem to have with them. Going through all these deals in this contract would be very time consuming. I just wanted to let you know and would appreciate any advice or feedback. Thank you,

Stacey",4.0,Man,White,40-44,Other,High school diploma or equivalent,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2575,1,"Hi, I just wanted to update you on things! New years was fun. I stayed in town and went to that club Prague. That place is crazy. How are you doing? Were you in new york through the end of the year? Also, I haven't heard of a national champ party, but I think you should throw one! I'd be happy to help out with set-up and supplies.",4.0,Man,White,40-44,Other,High school diploma or equivalent,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1160,1,"THOUGHT YOU WOULD APPRECIATE MY SITUATION HERE.   NOW YOU TELL ME - HE IS NOT 
MY FRIEND HE IS BROKERING ME FOR MY BUSINESS.  HE DID THIS NOW BECAUSE OF THE 
ENRON NATSOUCE DEAL.  RIGHT?   PLEASE BE HONEST - I TRUST YOU",3.0,Man,White,40-44,Other,High school diploma or equivalent,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0
1937,1,Please disregard my last message.  I misread the email you sent earlier and didn't realize you had already responded to my question.,4.0,Man,White,40-44,Other,High school diploma or equivalent,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0
2642,1,Do you know what they are giving away? Is it a Porsche Boxster?,3.0,Man,White,40-44,Other,High school diploma or equivalent,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
1037,1,"Dear Sir,



I hope this email finds you well. It's great to hear from you. However, I must apologize for my previous message's language and tone. Looking back, I realize that it was impolite and unprofessional, and I regret any offense that I may have caused.

I am currently experiencing some physical and mental challenges that have affected my ability to invest adequately. I have been considering alternative options for securing my finances, such as burying my money in a secure location. Additionally, I have been contemplating purchasing a new car or a property, but my low utility bill of only $20.00 has given me pause.



I appreciate your understanding and patience as I navigate these difficulties. Unfortunately, I must end this email abruptly as someone is waiting for me. I look forward to chatting with you later.



Warm regards,",5.0,Man,White,40-44,Other,High school diploma or equivalent,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0
1724,1,I have made revisions to paragraph eleven. Please look over it and let me know if I addressed your concerns adequately or if more information is needed.,5.0,Man,White,40-44,Other,High school diploma or equivalent,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2435,1,"NG	PRC	
IF-ELPO/SJ	INDEX	
CIG/RKYMTN	INDEX	
NWPL_ROCKY_M	INDEX	
NW STANF/1ST	INDEX	
KERN/RIVER	INDEX	
PGE/TOPOCK	INDEX	
NGI-SOCAL	INDEX	
PGE/CG	INDEX	
IF-ELPO/PERMIAN	INDEX	
Maria,
I don't remember exactly which locations you need the index curves for, but these should give you a start.  Let me know which ones, I've left out from your list.
Mat",4.0,Man,White,40-44,Other,High school diploma or equivalent,4.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0
2101,1,Why don't you tell me what the real truth is.,3.0,Man,White,40-44,Other,High school diploma or equivalent,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0
1893,1," Thank you for your input on my emails. If you are willing to discuss this further, I should be home all night, but please do call first in case I'm outside working in the garden. ",5.0,Man,White,40-44,Other,High school diploma or equivalent,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0
1050,1,Did you tell her that she was regressing back to a sober beeauch,1.0,Man,White,40-44,Other,High school diploma or equivalent,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0
940,1,"Ken,



I've attached the revised agency agreement. I accepted all of the changes you forwarded earlier and added an indemnity section. Please review it and let me know if you want to discuss it further.",5.0,Man,White,40-44,Other,High school diploma or equivalent,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2940,1,"Dear John,

On the first note: thank you very much!

On the second, I would like each senior member on each team to figure out how to divvy up the tasks based upon their team's relative skills. We can all figure it out. Right now we are a little heavily staffed for what we are doing and I think this might help. Your cooperation is greatly appreciated.



Thanks,

AZ",4.0,Man,White,40-44,Other,High school diploma or equivalent,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3126,1,"i met her at kenneally's on sat.  she was cute.  i am supposed to take her 
out on fri.",3.0,Man,White,40-44,Other,High school diploma or equivalent,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0
3302,1,"Hi Paul,
Any luck with the draft of the ABB facility agreement form?  Looks like we 
might have some business.
I have forwarded your draft of the turbine document to GE, but have not had 
any comments.  I would like to set up a conference call with GE to discuss 
it.  How is your schedule tomorrow or Monday?
Thanks,
Kay",4.0,Man,White,40-44,Other,High school diploma or equivalent,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0
2962,1,"My heart skipped a beat when I read ""Today is my last day..."".  I thought you were leaving Enron.  Thank goodness you are only moving to a different group.  Congratulations and look forward to working with you in your new job!
Marie",4.0,Man,White,40-44,Other,High school diploma or equivalent,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0
3394,2,"Pardon the delay.  I inadvertently left you off the email.

Kay



",5.0,Woman,Black or African American,40-44,Employed,College degree,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1898,2,You are saying that someone is professing their love for you? Do you know whom it could be?,3.0,Woman,Black or African American,40-44,Employed,College degree,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0
2491,2,The Texas bet was that they wouldn't win the National Championship within the next 3 years.,3.0,Woman,Black or African American,40-44,Employed,College degree,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0
3441,2,"it is only worth it for $10/hole.  you shouldn't even waste your money on a 
nice course.  you need lessons.  stop losing money to me and wasting your 
money at a nice course.  lessons will help.",1.0,Woman,Black or African American,40-44,Employed,College degree,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
1366,2,mike maggi resigned this morning to take a job at a competitor.  He is under contract.  Lavo has been advised.  What do I need to do?,2.0,Woman,Black or African American,40-44,Employed,College degree,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0
1435,2,"Good morning. I have attached the Texas - Trading budget. It is based on five people. Please let me know if there are any changes you would like or any suggestions. I'm open to either.



Thanks,



David

3-6306",5.0,Woman,Black or African American,40-44,Employed,College degree,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0
2178,2,"Wow, you're content is not as wild as it used to be! I kind of miss some of those stories. Anyway, we are getting into NYC late Friday night. I will be picking up my number early Saturday morning. Would you be interested in going to dinner with a group of us to Tony Dinapoli's on the Upper East Side Saturday night? We are getting there around 7:30 pm. If you're interested, please give me a call. I can't wait to see you!

Ben",4.0,Woman,Black or African American,40-44,Employed,College degree,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0
2983,2,"Please note that Danny and Laura Weaver's new email address is beebuzzboys@aol.com. Thank you, and we look forward to hearing from you!",5.0,Woman,Black or African American,40-44,Employed,College degree,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0
351,2,"Tom,
I am forwarding to you a copy of the message from Nick Bambos. I shall try to 
catch you 
for a few minutes today (Monday) to close the loop on this effort.
Vince",3.0,Woman,Black or African American,40-44,Employed,College degree,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
106,2,"poor baby, im am taking off, i hope you feel better and i will see you on monday",4.0,Woman,Black or African American,40-44,Employed,College degree,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0
2489,2,"Hi Peter,



I got your message, but I'm unsure what you're asking.  Can you remind me what letter you're referring to?",5.0,Woman,Black or African American,40-44,Employed,College degree,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0
102,2,"Hello, 



I sent an email to Amanda Hubble requesting you to be included on the distribution list.  When approved, Amanda will send you the latest edition.  



Sincerely, Fletch.",4.0,Woman,Black or African American,40-44,Employed,College degree,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0
3429,2,"Kathy,



Thank you getting back to me. I do have a quick question hopefully you will be able to help me with. Is there any chance you could let me know when I will be able to access the curve validation file in the O:// drive; or if there is anything I need to do to secure those rights. Right now, Chance Rabon and I are working on tracking down who has the broker quotes. Chance has been doing the research and I have been contacting some of the trader from the West Desk.



Thank you for the help, 

Susan",5.0,Woman,Black or African American,40-44,Employed,College degree,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0
1718,2,"Contact Rob Milnthorp and tell him that I strongly recommend that he give a 
donation.  Also, Rob might be a great addition to your team.
John",4.0,Woman,Black or African American,40-44,Employed,College degree,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0
1281,2,"I love you, I hope to see you soon",5.0,Woman,Black or African American,40-44,Employed,College degree,4.0,3.0,5.0,1.0,5.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,5.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0
192,2,"Hi



Can you check with Bob's assistant if I need to be present?  The last call got cancelled so I need to check if they need me on this one.



Thanks",3.0,Woman,Black or African American,40-44,Employed,College degree,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0
1655,2,"PLEASE DO NOT RESPOND TO THIS E-MAIL--THIS ACCOUNT IS NOT MONITORED
AP User:
Attached is/are the payment proposal(s) for your business unit.  Please review and forward to your approver(s)/CAO.
Thank you.
SAP AP Team
 - 20020102-ENWW.XLS",4.0,Woman,Black or African American,40-44,Employed,College degree,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0
779,2,so you can only buy tickets at the Mucky Duck...I may go by right after work to try and get them...Do you want me to just call you on your cell phone and let you know if we've got actual seats?,3.0,Woman,Black or African American,40-44,Employed,College degree,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0
1051,2,"Greetings,



Can anyone inform me about what the group is tasked to do currently?",2.0,Woman,Black or African American,40-44,Employed,College degree,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0
2475,2,"Hello, is everything alright? 

I see the email subject is ""trouble"". Please let me know if you need anything.

I don't have much going on tonight other than going to the gym after work followed by some light drinking with another friend. We could meet at my house around 9:00.",4.0,Woman,Black or African American,40-44,Employed,College degree,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
1918,2,It would be my pleasure to help you with your seatbelt. I am really excited about getting my own vehicle. I can't wait for you to see it when I pick it up. It will be nice not having to worry about the rain. I will be living the high life.,4.0,Woman,Black or African American,40-44,Employed,College degree,4.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0
1996,2,"did you know that ,Houdini was the first man to fly an airplane solo in Australia ?",4.0,Woman,Black or African American,40-44,Employed,College degree,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0
1186,2,"It's that dude and his buddy who runs the Texaco
Matthew.Lenhart@enron.com wrote:
> i hope it isn't his crack addict driver who was arrested over xmas.",1.0,Woman,Black or African American,40-44,Employed,College degree,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0
3223,2,"Dear Brad,



I hope this message finds you well. I wanted to touch base with you regarding some updates on our ongoing projects. We will need to pull some of the WEB team members to work on the split of the NNG and TW data on the ADHOC database, due to security concerns. As a result, there may be some delays in starting the HotTap Redesign Project.



I wanted to make sure that you and your team are aware of these changes, and please let me know if you have any questions or concerns. Our goal is to minimize any negative impact and get back on track as soon as possible. We are hopeful that we will be able to pick up the effort at the beginning of February.



Thank you for your understanding and cooperation in this matter. I appreciate your time and attention.



Best regards,",5.0,Woman,Black or African American,40-44,Employed,College degree,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0
3690,2,"Hello,



I hope you are having a good day. I wanted to inform you that there is an urgent issue with our information systems and services, and we are currently experiencing an outage.



We apologize for any inconvenience this may cause and are working hard to resolve the issue as quickly as possible. We will keep you updated on the progress and expected timeline.



Thank you for your understanding, and please let us know if you have any questions or concerns.



Best regards,",5.0,Woman,Black or African American,40-44,Employed,College degree,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0
